term,sentiment
Everyone,1.0
arde,0
tonileverage,-1
festa,0
takutkan,0
httptcoXRuUs,0
hibir,0
Kelaparan,0
UGH,0
bigfam,0
Dipilih,0
septyanaayundri,0
ameasyraf,0
RenyeNiiy,0
koka562,0
barbz,0
taro,0
FRIENDS,0
esconde,0
anuaarrr,0
sangsi,2.0
LightMary,0
Yayyydh,0
dou,0
september,-1
migzhaleco,0
mission,1.0
Sehat,0
trooooooooooooooop,-1
gelijkk,0
kemaldilsiz,0
taecthaifangirl,0
nyookk,0
httptcoSIfHi33Qei,0
rnviqihani,0
ilusionadores,0
masatua,0
dulidofollback,0
islam,0
senah,0
Mujer,0
senam,0
ashillaashila,0
89nt,0
SCHLESSER,0
Ext11,0
pacaraaaan,0
kento8171,0
pancet,0
shlo33,0
might,1.0
httptcoX8Wh6zMQgW,0
parfait,-2.0
voltou,0
Dernires,0
gungdiahpradnya,0
GabbyReckless,0
higedriver,0
Holaaa,0
gttenko,0
yattim,0
speechless,0
hellogunj,1
units,0
SweetPurity,-1
dikejar2,-1
MaslowersCrew,1
damienechols,1
rasakan,0
Bedog,0
bigger,-2.0
Hehehe,0
kaldm,0
incl,1
yng,0
ichasyahreza,0
DPAA,0
takagishohei,0
kszlas,-1
1D3Dmovie,1
stackmack,1
VanessaJolicial,0
twiteandoYo,0
aseeem,1
TaufiqNazli,0
miclynnmauricio,1
SIGAME,0
globovision,0
babyliam,1
formulate,1
KakakGita,0
RinoDeswanAS,0
yuuukkk,0
iJudgeU,1
Sports,0
Pila,-1
YooHee,0
gum,0
karenr89,0
foodpornography,0
Neuwertig,0
zenbliss,1
Moonwolves2020,0
najaaka,0
iCumYouLeave,0
titaalk,0
Julissa,0
elf4han0209,0
presenter,1
4pm,0
Samuel,0
httptcojllr7jQnwE,0
Jazzy,0
paradisa,0
health,0
Tayar,0
LovelySJ0903,0
Kudryavkabot,0
Kena,0
Melpinemmf,0
dicinta,0
blaring,1
UGGLYTRUTH,-1
Lorsque,0
Malu,0
Mcm,0
molkaan,1
MIERDAAAAAAAAAAAAAAAAAAAAAA,0
Mall,0
narxx01,0
Mali,-1
annekhristle,0
PROVOCO,0
teach,4.0
Male,-1
guy,1.0
Block,0
kol,0
thrown,1
People,0
dudaluciano,0
httptcoIfTVghWkGk,0
itsMileyLove,0
Whatssssup,0
deje,0
simarmasi,0
burner,0
deja,-2.0
prortiz88,0
dejo,0
throws,0
exokaijo,0
BlanketThrow,0
2596,0
CURSE,0
senengmu,0
Mendoza,0
koe,1.0
selidik,0
BARTOLAS,0
chxnhee,0
tumatakbo,0
httptcoqpbtveW4zV,0
diera,0
Cosplay,0
3r128,0
soph,0
hp029,0
KristenMc17,1
kedah,0
httptcoBGrnJZPRWv,0
koteczka,0
beibi,0
httptcoZKXSaASoRL,1
naomicoronado,-1
mncontohkan,0
Caberess,0
sopo,0
capriccio,1
knkte,0
Fedeli,0
liquefied,0
beiby,1
ro0ted,0
XTequila,0
winamalik,1
xobrieee,1
2622,0
CMD,0
siler,0
caerme,0
maashorstboeren,1
StraightTomBoy,-1
SINCE,0
SuperMega,0
koq,0
Moiphenomenal,0
9584,0
Malik,0
silen,1
Raantips,0
schoo,1
httptcov4YTjVBlPP,-1
IP,0
jeto,0
depresyon,0
hobaE,0
vian,0
viaj,-1
rzsafiqi,0
Haibarasherry,0
avejuliy,0
Nuh,0
httptco8gw44XVJz0,0
Dnya,0
EsaMakinen,0
Mooooo,0
httptcoTdbtmCN13W,-1
RTinouyazizah,0
Oliver,0
Sihat,0
httptcoaa56ufbhxP,0
iphonephotography,0
wpado,0
iRereE,0
terkandung,0
recetas,0
NAVAS,0
httptcocQCOTldaFu,0
pones,0
poner,0
Language,0
malula,0
dimangsakan,0
GolokGueTanyaYuk,0
naturaambiental,0
mner,0
violar,0
middlemen,1
keje,0
penasehat,0
kelakar,0
FxxxSaku,0
keja,1
campak,1
fzo,0
noiseto,0
httptcoqHQc348ccg,0
llevarme,0
youre,-1.0
AllTimeTrenchin,0
izzulhilmi,1
added,0
lante,0
httptcosgf7yF5M8n,0
kokeshiya,0
ketemu,0
httptcoHmlxR5J3fp,0
brioche,0
Hahahhhahaha,0
huhu,0
httptcoxAIvhnO24B,-1
fahimiyusoff,0
mineral,0
DiarioRociero,0
sierrakatw,0
Tegoshirioyu,0
AsiaTorrents,0
yyasidyasinRT,0
10am,0
10an,0
xx2q,0
Perfect,1.0
untunglah,0
meloda,-1
politikrelax2,0
96nyanlenlen,0
superar,0
dodenherdenking,0
mikanhaorange,0
Icethaisong,0
lhomme,0
AnnisaNrzlna,0
quedan,0
stoned,-1.0
melody,0
Ford,0
httptcoAwfe2xQ7wU,0
bff,2.0
Boogie1969,0
Freestyle,0
httptcoR4pqW1Cps5,0
Catt,0
elohel,0
jugap,0
jugar,-1.0
santri,0
jugak,0
httptco4XEWu279L1,0
Atau,0
Taxi,0
ekitisha,0
Accident,0
theF0R3N,1
ApaGrow,0
aficionado,-1
tommorow,-1
faaisalpratama,0
httptcot4wOBtdcvb,-1
ACE11bot,0
Hilang,0
Jealous,1.0
httptcoYe2J1X5brW,0
bfgf,0
cncn8,0
yasuuubot,0
Titter,0
freedman,-1
stamp,-1
Olympia,0
httptcoimel1m1vC5,0
kimia,0
THIS,0
PHB,0
ArreguinAa,1
httptcoitG9EMuMbN,0
marinas,0
Mardan,0
verajorda98,0
TOKhairul,0
httptcodz055sYulO,0
LoveDestinyHope,0
vincent,0
PHP,1
gottem,0
kabarm,0
Yog,0
Plays,0
18mm10pc,0
myagihashi1,0
httptcotVh6ySkoyr,0
httptcok64k2EWWJn,-1
juss,0
przygotowane,0
SHORA,0
SHORO,0
kasumiGJ,0
merbeli,-1
atleast,1
thequote,1
heyecan,0
thankseu,0
Emax31,0
slapped,-1
mudah,0
shorixyzoone,0
httptco0iinQGm6T1,0
siaMe,1
httptco9ev7EWTNbd,0
Derrota,0
watchin,2.0
Pukol,0
uzakta,0
PrincesBertha,0
recently,1.0
welkam,0
kesana,0
MHF,0
korek,0
sugtan,0
Shawols,0
eldiarioes,0
succeed,0
z930,0
httptcoSUPr7fA3Ta,0
disfrazarme,0
Perempuan,-1.0
AND,0
ANF,1
ANG,0
mths,0
httptcoMgOQ8xwU,-2.0
license,0
ANC,0
treated,0.0
breakin,1.0
httptco42wI0GnEOL,0
bebaaas,0
cowok,0
tamaratrizky,0
ANT,0
lapatilla,0
questora,0
Lengkap,0
c0mey,0
CouchDay,0
ANY,-2.0
flies,0
Snoop,0
reasons,-1.0
kurulanmas,0
kgmdjkj,0
horor,0
cetoprak,0
tarttmz,0
pr,0
ps,-1.0
pp,0.0
pq,0
pw,0
dun,1.0
Wrecsam,0
Wasiq,-1
dua,0
dub,0
keepitblunted,1
due,0
Yousacutie25,-1
strategy,0
wokk,0
pc,-1.0
Galatasaray,0
pa,0
pf,0
pg,0
pd,0
pe,0
10httptcomuASFhFilS,0
dur,0
dus,0
pn,0
po,0
woke,-2.0
pm,1.0
THIRTSY,0
Cruyff,0
Perch,0
sowjeong,0
crazylegg,0
httptcoGoEMd6k2dl,0
Liams,0
Rhsyrrafrdhq,0
darauta,0
prprhshs,0
usage,-1
mimira,0
Liamn,0
StillAwake,0
gNicoleH7,0
GIGS510,-2.0
Jay2muchent,0
httptco72eJZsdytk,0
toga,-1
ahad,0
Monae,0
ahaa,0
httptco7V21lYdAuR,0
ImanZainal,0
rolear,0
ahah,0
batch,0
Snapchat,-1.0
pampers,0
iskandahlan,0
ELEAVE,0
nakal,1
ahas,0
acuerdo,-1.0
Kobe,0
collezione,0
arinthere,0
SAVED,0
kalmadndazgr,0
theres,2.0
kesadaran,0
SHUT,-1.0
drewswinter,0
MsJessa22,-1
httptcox8irLHElhE,1
NandaNdanan,0
Rafa,0
keisuketori,0
leans,1
deildir,0
Danielle,0
lambat,0
sejarah,0
Zhenghua,0
meerdere,0
Rivers,0
waus,0
Bout,-1
taaty19,0
httptco7iT264trum,0
httptco80nORVsfTb,0
englisharabic,0
ANWAR,0
CordeiroRick,1
AhmedAdelm,0
Sakit,0
Cetait,0
RETWEETONLYIFYOUWANTNEWFOLLOWERS,0
queridinha,0
almaaahs,0
labuh,1
abddafir11,0
Stevencrocker35,0
MyLDR,0
KasarKastik,1
ANOUILH,0
125ers,1
arriver,0
arrives,1.0
melupakanmu,0
miaagstna,0
mimiBTL,0
sanirim,0
tpagon,0
Corta,0
arrived,1
lctea,-1
INE,0
cheezalovelive,0
RARELY,-1
Weirdcouple,0
dianggep,0
Con,1.0
haga,0
lower,1.0
psychicsoldier,0
wildonemouth,0
USTEDES,0
Acerte,0
olikadz,0
anybody,-1.0
hago,-1.0
hmmerHernykzNikichi,0
vlad4yk,0
CoD,0
jcjuanda,0
tuisyen,0
masin,0
SManifestoits,1
Bahkan,0
nyangkut,0
Damned,-1
competitiva,0
haduki03,0
Handmade,0
AMAkiseAru,0
photochallenge,1
selamat,0
sengaja,0
ORDER,0
httptcocEevPwWpVr,0
loading,1
k2,0
anjis,0
CockyFucker,0
gdhjsk,1
ltimas,0
Sitaviyanii,0
cubmen,0
arriba,0
cundo,0
ajja,0
skali,0
Front,0
Week6,1
hasyyyy,0
sanmamzdr,0
JaviitoMolina7,0
Alto,0
httptcoVt6xqXL583,0
MissLiana,0
KatherineHuezo,0
mattsorum,0
garyfisher92,0
Correccin,0
Alta,0
lovin,0
AmericanWest,1
7110S,0
mutfaaaaa,0
ItsJustChaz,0
terlanjur,0
Dgjds,-1
bieden,0
mayatrees,1
KAIBIGAN,0
Pakistan,1.0
Kenny,0
basbasa,0
hahha,0
telponan,0
sunat,0
jajajajajajajajaja,-1
15115cm1357128cm200072cm1831PR,0
marlin,0
bahan2,0
Hiring,0
nipple,0
josealvrdo123,-1
anwraldaqbasi,0
Handball,1
ryotatanaka,0
bkrljudobfhheubzfdrqhrxrhustgc,0
gordugum,0
shatha23Alomar,0
persipurDAY,0
understood,1
TickleMeTinyy,-1
uppercut,1
cwonya,0
0211Aph,0
nakedface,0
Email,0
Ehmnnlt3lt3,0
Linttangs,0
araaa,0
heyecanndan,0
medi,0
medo,0
meds,1
Zombieionism,0
tendr,0
ojos,0
lappy,1
RTFumsitiF,0
terbuat,0
bilerek,0
lmaoooo,0
geliyorsun,0
nuevo,-1.0
ciklilarosa,0
flayingkevin90,0
Karanlktan,0
jumpa,0
Haaaa,0
nueve,0
Rumasa,0
jumpe,0
nueva,0
Epa,0
mappeneko,0
IntanNurLiyana2,-1
ibunya,0
tsudukunnni,0
httptco2CnKS3g13j,0
fxslc,0
NOVIO,0
IndahPUtami,0
acordate,1
Campeones,0
Isteghfar4all,0
205kid,0
Samsill,1
yuki10aug,0
knapart,0
httptcolq0OgiQqjT,0
httptcoO3NPXvD1pm,0
vengativo,0
restsilver,0
itsdannydawg,1
ImhaBlu3n3r,0
surjas,-1
bawaannya,0
tersimpan,0
jessicardaniels,1
exceed,-1
Satruk,0
sentirte,0
votesMy,0
emite,0
OPEN,0
kisaliyo,0
Sutinatina,0
sonny,1
Diprats,0
TheKpopers,0
indomie,1
Vivan,0
SOLATLAH,0
stylin,0
xoxo,0
adammanibusan,1
fast,1.0
sven7,0
vendors,0
sonno,0
yhteiskuntaan,0
papis,0
lastminutegeschenkidee,0
httptcoCwSnb9J3Qc,0
donaldmimi,0
thesweetestlov,-1
ojeras,0
Bryan,-2.0
rosas,0
Meawzilaz,0
selvittiin,0
Talhabeeb,0
arkya,0
Malaysian,0
HFKimJonghyun,0
SANAILARIN,0
kda,0
elpais,0
Malaysias,0
1NegaaBrancaa,0
yhu,-1
setakat,0
3dnandakana,0
drunkAnd,1
embidia,-1
slythrclw,0
ShorttStufff99,0
NOUIS,0
Ceteknya,0
sopyamJKW48,0
httptcog2A1ql2Frn,0
Ciong,0
versin,0
stalking,1.0
QueenMutiaa,0
Yanaljoe,0
fanigrande,0
Manda,0
MrTweeck,-1
fried,0
httptcom275k6NlM5,0
Sur,0
clairekhj,0
httptco7VjMmCUelA,0
robintynllan,0
DENNISBASED,1
triastitiansari,0
itsukiro,0
httptcoWwdfi7bK1L,0
okanohideo1959,0
Shelly,0
GALATASARAY,0
Lectura,0
grt,0
leboBloem,0
apaajaIKLAN,0
Theployseed,0
saudara,0
NOWADAYS,0
dway2006,1
Supercars,-1
grd,0
gre,0
SahabatTuhan,0
Umulan,0
okuraku,0
Lagune,0
ubingwa,0
meest,0
provinsi,0
Burkhard,0
lemot,0
Jullyani47,0
vrijheid,0
youGodOfWonders,0
dejaste,0
Bary,0
septidannu,0
drugsrbad4u,1
Shower,0
seventeennya,1
DFC,1
Laughing,1.0
Anarik,0
weigh,-1
Recife,0
httptcopkqYtyom7J,-1
ky,1.0
Mangan,0
gr2,0
Alexander,0
Yilmara26,0
KENAPA,0
muchos,0
httptcouzWeLwSXxj,0
Valquirias,0
nasa,0
Sehunvret,0
shigesgpaana,0
Mangat,0
nasi,1.0
tete,0
KARAJiyoungKF,0
kakhulu,0
ReignD,0
onyonay,0
Hulu,1
DaDa,-1
knockout,1
aksk1011,0
Trodde,0
ditlindja,0
lmbat,0
steve,0
Perlu,0
tomorrowgloti,0
mangekyouItac,0
changxub,0
14th,0
Celebrates,0
issues,0.0
prometedor,0
Dodge,0
0524sota,0
Ketsupas,0
Bakti,0
defiende,0
HEEY,0
AMOYAMOlv,0
MANA,0
sorang,0
resaaryanti,0
FETISH,0
waiters,1
arriar,0
Sushasan,1
gini,0
lloyds,0
DillonJamal,1
httptcoFUyYOdMeIm,0
gina,0
ging,0
FCBarcelona,0
amgs,-1
HananyNajwa,-1
httptco8vDhUZIcZf,0
ebayPDF175httptco3qPv7wBbXH,0
aplaude,-1
drinking,2.0
TINGKAP,0
alentar,0
Enjoy,0
fini,0
Bjuu,0
looooooooovers,0
SoDamnTrue,-1
niggar,-1
Buku,0
MOMENTS,1
defeats,0
ciyus,2.0
Competition,0
sikinekey,0
Unta,0
iguehebby,2.0
Buka,0
Pilikasi,0
muitos,0
Webinsider,0
GBoyFriendYK,0
rae,0
marcogumabao,0
jovankalihawa,0
CODE,0
KLAbeysekera,-1
Pabili,0
UPON,0
httptcokPPVuDgv7D,0
tkmr04,0
State,0
diberi,-1.0
Knicks,0
Fung,0
httptcoXpab95GBUL,0
Gokart,0
meninasss,0
lash157,0
piensas,0
purge,1
knowww,0
ValerieArbizu,0
festas,0
Bhinneka,0
hardest,-2.0
kriz,0
olurdu,0
NETSvBUL,1
apakah,1.0
AboShla5Libraly,0
Sempak,0
OEAST,0
KyneshaToldYou,1
skola,1.0
kontrakan,0
manw,0
Sambil,0
kaula,0
Nyari,0
Greekboy8,-1
poho,0
cabeza,0
pastu,1.0
pushing,1.0
RTLDSDS,0
menyenangkan,0
sexo,0.0
iwansetiawanok,0
separation,0
jezvillasis,1
diobatin,0
KuisJJ99,0
astrid,0
jalan2,0
depended,0
commissaire,-1
CBD,0
buyutur,0
MissMirchoff,-1
R0713s2,0
suzuna,0
caf,0
Katanya,-1
ChoiceFM,0
undang2,0
mindblowing,0
httptcoXsfIAcgglK,0
Kasian,0
tweetfamous,0
MerpppppIm,0
MiyoShop,0
httptco6OObsWJbq4,0
BAPDONGSAN,0
anissulaiman,-1
HuM,0
kaleeeeRT,0
asnaers,1
DocStrangeblog,0
apalan,0
creado,2.0
mucsoes,0
reda,0
MOVING,0
Tuff,0
puntuaciones,0
TVXQofAll5,0
Sangking,0
httptcoyj9wKAqJbr,0
use,-1.0
fee,0
Females,-1
usb,0
usa,-1.0
schepsel,0
kuis,0
feo,0
Hun,0
bicicletas,0
Huh,0
gero,0
httptco252wnmbO4D,1
few,0
kliatandwierniagustin,0
ust,0
uyandim,0
joemcelderry91,1
NATURALLY,1
Opa,0
sort,-1.0
AngelinaProtein,0
SHIRT,0
mosestan,1
Tanner,0
musician,1
Chuck,1.0
hein,1.0
Macet,0
urime,0
heii,0
masakibot,0
beres2,0
zoolgico,0
ambil,0
TiahRunningShit,0
TWEETTIME,0
sakaisaku0211,0
perder,0
Opo,0
httptcoVpZYjXcW8v,0
MiluCentral,0
pryncbtrc,0
Balcon,0
ambik,0
nda,0
CitePessoasQueBrilham,0
httptcowuo0GzOpBr,0
stilts,-1
drpda,0
aq0119,0
oturdumsoluklanyorum,0
odbayar123,0
hannachintyahc,0
wrkin,0
engolemno,0
playersstaff,1
httptco8B6Cyk6Ft6,0
perdeu,1
cierre,0
Stabley,0
KeepCalmThought,1
Kerala,-1
2040corea,0
villain,0
ogaoga1123,0
Pengaruhi,0
Details,0
skyaaa666,0
httptcoyLQmomaZlB,-1
swaglikemag,-1
httptcoILkq42xUj7,0
juan7moreno,0
OsehunHSBOTH,0
httptconEKPj1SfAM,-1
httptcoxNZD2mPfqq,0
ISSO,0
Julialomberg,0
httptcoV6vVJ0F,0
Zero,0
importar,0
importas,-1.0
OhMegaZinnen,-1
zahidahakhir,0
th3saini,0
pinili,0
MOTHER,0
Lvj124808,0
tvxq56saranghae,0
Haters,-1.0
alonsoedo,0
wkwkwkwkwkw,0
Mohammad,0
Ekh,0
masks,1
comidas,0
SwiftieEmblem,0
MustShare,0
DiaRaelynn,0
hahahaha,0
mstorietoolroom,-2.0
PAUL,0
guapisima,0
Rhino,1
httptco171rqHhzqE,0
pazar,0
verdraagzaamheid,0
6916,-1
mariacimitola,0
tabacco,0
Carrot,2.0
httptconLjDWVfHCR,0
AfinaTsabbita,0
Proverbios,0
discussion,-1
httptcoPYLTs3mCTf,0
netes2,0
stycsl,0
MariaaEdiithh,-1
saturated,-1
httptcorQ0krMi4Mt,0
looko,0
httptcoqz9iNikNyI,0
churros,0
membuatmu,0
WeLoveYouIqbaal,0
looks,1.0
melimpah,1
kbr,0
Kuis72JGO,0
marpasirpasir,0
keiro69ck,0
contaminated,1
veeltevroeg,0
ManuelTena,1
Shell,0
IFeelTheSwag,0
Bonino,0
KellinQuinn,0
houstondenise,-1
Aominecchi,0
kencot,0
Thanks1,0
mulamula,0
19uncuampiyonlua,0
permanent,1
Endomondo,0
SinEmbargoMXSen,0
orange,0
weixiongdylandy,0
SteveMartinToGo,0
Ggalf23,0
httptcoUEzv1eEiBU,0
1HKS1142HSM223KSSM204HTSM125HTC6,0
bukaaaa,0
ObusitseSA,0
fakeboneka,0
Amyliott,0
kastanjes,0
setrooooonnnggg,0
Pnya,0
tuhboondols,0
polewho,0
koweMegaranisp,0
TinkerBJ,0
httptcoFhZcM7IcsK,0
averinamaria,0
TRANS,0
erynhalim,0
Pre,0
nff,0
ala7adeth,0
profound,1.0
httptcoAn8fOIp0NV,0
frenchmytoast,-1
jajajaajjauuuuh,-1
Perlis,1
orang2,0
azuazu1210,0
dalgalihatun,1
Taggar,0
Ptm,0
Balikan,0
botdfmusic,0
instacraic,1
httptcotRgiQiFWrJ,1
dediherkes,0
bieburland,1
arroz,1
CheyTheGoon,1
6Frraan,0
Makinesi,0
boktan,0
Bipolar,0
Which,0
httptcogP4UmRoZX8,0
Watanabejapanese,1
terbit,0
bogel,0
SosCogibleSi,0
valenciaagathaa,0
maiyareanna,0
FifyNur,0
juwithaa,0
RainbowsLantern,0
DEFINE,1
dupatu,0
Norte,0
Scoble,0
nandanandun,0
Kaoripjunk,0
vcs,0
keishafact,0
HARD,0
httptcopgqy0VXJC9,1
indahRT,0
Aniston,1.0
estaaisss,0
molls,0
MUFC0FFICIAL,1
This,-1.0
Avivir,-1
molly,0
AfreeSyriaaDua4syria,0
sabtu,0
AimanFaiz48,0
chycii11,0
caiaja,0
dontlikeitupem,1
usual,0
WHATS,0
Tidur,0
ndue,0
WardinaSafiyyah,0
Navysafira,0
luccyhalpinX,0
llorando,0
hunny,1
WhyWhatWhenWhichWhereWho,0
varsin,0
slush,1
vleagueph,0
raneeboth,0
imthatthuggish,0
KYuste,0
mengharapkan,0
beyaaa,1
muludan,0
Playin,0
altura,-1.0
kribo,0
TeamUehara,0
Auftritt,0
Amb,0
Eaaaa,0
barunja,0
bamdann,0
Martin,0
MonoShock,0
Pleasuereeee,0
U18,0
kigu55,0
proposing,1
bengeut,0
mondiale,0
Pluit,0
AyyyeeAudrey,0
Allendistas,0
mindykaling,1
vino,0
explico,-1
httptcoC7uYHw93xU,1
MuchAnticipated,0
realidad,-1.0
Nevaeh,0
kerja,-1.0
which,0.0
meurer,0
anacarolinna9,0
CoreyKeyz,-1
STILL,0
httptcouutopXaa2V,0
ApoyNnaa,0
IWontTakeYouSeriouslyIf,-2.0
tumaaah,0
regarde,0
himchanhere,1.0
FATCA,0
kuliner,0
meonjina,0
vind,0
slides,1
TOUCH,-1
justicemorgan,-1
IrmandaPinem,0
orianarose,0
httptcotUSNZJVbqg,0
GazelOA,1
hitokoto,0
benji76350,0
comprei,0
Berger,0
Dimanusiawi,0
kdppa,0
httptcoazzueoa8p7,0
kickback,-1
MyungYeon,0
AkmarSuhaimi97,0
livetoo,-1
Edition,0
Moldova,0
individual,0
urang,0
findevete,0
Pauldrons,0
yesunggaada,0
Awwh,-1
savelonutella,0
Intanrahmi95,1
lontongbakwanudang,0
CHICKEN,0
fowz20,0
primeros,0
suns,0
Wajar,0
Eupen,0
potrebbero,1
beliebers,1.0
Honoka0324,0
quello,0
smoekr,1
akunsKEPO,0
Seor,0
madelinmz,0
Tsss,0
lope,0
europea,0
eten,0
k12370303,0
thatoherguy,0
Memancarkan,0
OpenFollow,0
Cinta,0
aqif,0
hikmahnyaRT,0
httptcodxIQsfpVRn,0
birgultosun,0
HANDS,0
odiosa,0
GWoo,0
mngantuk,0
Vorruhestand,0
Twittern,0
burung,0
derisderisss,0
metaliaaaa,0
ScrapeMyHeart,0
httptcogFTTsYAQqT,0
comienza,0
dibutuhkan,0
RatedLee,1
discourage,-2.0
zlediim,0
httptcoPDtYH34zEX,0
saddest,0.0
Ruletas,0
telefon,0
RUdyBastian3,0
Reginaaa,0
antismitisme,0
looked,5.0
GOODNIGHT,0
devoirs,0
Luispulgarin8,0
Syri,0
syifamuslim,0
uefa,0
Sheep,0
niee,0
kaleiboo23,0
EmanueleGiaccherini,0
niej,1
bacio,0
froid,0
muscle,1.0
JaeeBarraza,1
httptcoZ91SF11SGr,0
MaddiJaneNewMusic,0
Iviiescobar,0
planning,1
niet,0
httptcoJpy3MeKk8v,0
niey,0
Document,0
puasss,1
XFactor,0
Iyaiyaiya,0
Shut,0
httptcoXXMzDykeX4,0
ONDE,0
6000,0
filmen,0
Rs,1
uallarepeasants,0
httptcoHPyTFiBygq,0
FLAWLESS,0
followgtgtindryalfira,0
httptco4cXH6kHPJk,0
httptcomddJjShvHS,0
mensaaaaa,0
RendyLennon,-1
lexxxO,-1
ithola,1
teamhitfollow,0
daje,0
smnegnr,0
feeeeeeeeel,0
THS,-1
OoSpokojnie,0
SPENT,0
THO,0
gelmiyoo,0
nie2,0
Disfruta,0
memberitahukan,0
rujak,-2.0
1stRoundvs,0
THF,0
THE,0
DopestNialler,1
THA,0
qq,0
httptco8H2A9wJegc,0
JhenkAjheenk,0
qu,0
DerrionB,0
brain,0.0
Lelah,0
fujoshiw,0
kurobasu00,0
Gabriella2908,0
tappers,-1
belom,0
AHAHAHHAHAHAHAHHAHAHAHHAHA,0
perlasoccer58,0
sallybruno6,0
qd,0
Trkiye,0
Frednocivo,0
qi,0
BAGAY,0
qk,0
Domestication,0
tunenyce,-1
fisdas,0
shedding,0
Lauramayox,0
TeamSagittarius,1
Candicetyy,0
httptcotgc8uX6MQU,0
azunyan1484,0
Manusia,0
Baska,0
dluyg,0
DAMYO0423,0
GloriaPiruleta,-1
NathaliaKillz,0
pskhawtuu,0
Gieueed,0
wrisku,0
balek2,0
lluentor,0
gahd,0
osaka0110,0
desyoktaviaa,0
ketemuan,0
Horoscope,-1
httptco6cP3hOJmi8,0
NampakA,0
httptco5JIImox939,0
Healyafleaglesdogs,0
omengpurow,0
CONGA,0
httptcojluYIr1GV9,0
kukus,0
RU,0
msakgmstng,0
dekaby6,1
iyalah,0
BradLindenSoCal,0
Iturra,0
desses,0
verdacht,0
httptcoHQv1iTwoKL,1
ChiefKevon,0
mashirosiro,0
WANTS,0
Mu7md9,0
RR,1
Weyh,0
Yanhimawansmkpasundan3yahoocomdiniandrianiFTI,0
wengi,0
Confused,0
kecewanya,0
httptcoiBy9xBCMaW,0
DIVERSE,0
Weyy,0
10PuteriNuraini,0
ThemCRABLEGS,-1
Ramai,0
ChoKyuLatte,-1
zeka,0
NaaaaSmile,0
kersenbloesemtocht,1
Jersey4sale,0
RubyRoseee,-1
KingGabRosado,1
hehehe,0
SZ54oo,0
Salting,1
Suka,0
kloooks,0
Suke,0
makin,0
DuniaCowokCewek,0
packaging,-1
BettyBlac1,0
rahatszlklarna,0
MksdnyDindindaaa,0
Rtwet55,0
table,-1.0
Sharifahsabihah,1
mi1616,0
Regrets,0
Tendra,0
amigo,1.0
penuhi,-1.0
seoresDEMASIADO,-1
darling,1
banjarnegara,0
TIFFANY,0
Jun,0
amiga,0
ikn,0
tutor,0
Pecah,0
Pobre,0
pppno17,0
pahlawan,0
wabbit,-1
jkt48,0
Ohgua,0
httptcoa10hcqfoQ2,0
encuentr,-1
Islamabad,0
Tiempo,0
sudahjangan,0
Appreciate,-1
FREE,0
bjkyoto,0
Gntian,0
ThankYouNoteFriday,-1
Gugatpalaran,0
rinduku,0
AnisaOktafiani,0
afyysmurfy,0
actualmente,0
sehhh,0
Ricky,-1.0
eyelashes,0
ekampret,0
Force,-2.0
Apanya,0
smykssawaday,0
Baldetti,0
wOT,0
TRAVEL,1
345,0
TaleenaJayne,1
lchec,0
pipihsofiyani,0
Warna,0
Taiwan,0
Stevan,1
dedeq,0
menentang,0
KososhiA,0
Strop,0
16lt3,0
CaptainYap,0
isaxxongsee,0
avonbeliebers,1
httptcoUVKFUZzROO,0
vinaalfyns,0
httptcoG9GzkFR0TT,0
httptcoDvDyavYHlQ,0
DJIA,0
avi,2.0
zondagwandeling,0
McMax,0
ava,1.0
towershinjuku,0
AngelVINOTINTO,0
AnnaPienta,0
xxmami0801,0
cross,0
brashan,0
member,1.0
Sunrisers,0
weooon,0
trna,0
QuoteSiteTumblr,-1
kiaparedes,0
TIENE,0
pdmuu,0
bozacan,0
inspirasyon,0
YingPomp,0
dhini1004,0
icimde,0
SirFin,0
FOOTBALL,1
saki0928,0
Cendok,1
beast,0
Abiigimenez,-1
hannawidi,0
Cutgeubrina,0
kkkkkkkkkkkkkkkkkkk,-1
SiaS2,0
walafiat,0
tiwiagustin,-1
bucas,1
httptcoI50JFDYJCQ,0
chikitlacaba,0
berisiiik,0
arrival,1
fighting,-1.0
LaguneMela,-1
States,-1.0
GOTTES,0
dolore,0
Kurniawaan05,0
Enakeeee,0
Welch,0
privada,0
hungryy,0
vaaar,0
Kollade,0
xpandai,0
httptcoXs9SqKg0ic,0
nyaris,0
httptcosYxmWoR5xz,0
dajare,0
yoshishi1997,0
sumpeekp,0
shiihakuen,0
httptcowUtyVEVban,0
mandado,1.0
mfn,-1
defiarifianti,1
reguinha8,0
ChrisBrownOnTop,1
todong,0
eerst,0
DanielDaniii,0
peacefulyetpowerfull,0
Argentina,0
davidbernal10,0
RikElfrink,0
2323,0
engganya,0
OlaoluFalase,1
nicky,0
Atatrkn,0
httptcoDuXw8VbbrT,0
Mario,0
Ayyyyyyyyy,-1
nagparamdam,0
CarltonCole1,1
baeknhaneey,0
taah,0
rapih,0
LaNoviaDeLiam,0
Starbucks,1.0
rikohrmrbot,0
JAJAAJAJAJAJAJAJAJAJJAJAAJJAJAAJ,0
itsmeEJDizon,0
sufres,0
schoolperson,-1
tsamarajhn,0
followmeback,0
Belom,0
Kete,1
greenockaldo,0
TANTO,0
nedr,0
TesaTiffany,0
3107107663,0
paylastigi,0
Below,0
T,-1.0
MhIh2904,0
